sample,mode,modalht,control,mancontrol,iithreshold,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se,ctrlmode,ctrlmedian,skewmode,skewctrlmode,skewmedian,skewctrlmedian,sampleA,sampleB,propmode,ctrlA,ctrlB,propctrlmode,ii,iictrl
C04_2022-12-16_JO_Exp15A-C_FA3_C04_2022-12-16_1.fsa,159.624117,125,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2376,155.4108945,9.728769527,157.684117,155.9877202,9.977898,134.5807837,172.0307837,37.45,-0.510781114,-0.677604537,0.199588124,157.5974503,155.6607837,-0.433068385,-0.22475153,-0.70097945,-0.077056765,1485,1016,0.406237505,1141,1235,0.519781145,-4.213222503,-2.186555836
C05_2022-12-16_JO_Exp15A-C_FA4_C05_2022-12-16_1.fsa,160.564117,103,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2279,153.5583235,10.4841665,155.774117,154.1125115,11.39131,131.794117,170.014117,38.22,-0.443090523,-0.977044607,0.219614872,157.5974503,155.6607837,-0.668226079,-0.385259697,-0.634039952,-0.601610097,1612,770,0.323257767,1239,1040,0.4563405,-7.005793477,-4.03912681
C05_2022-12-16_JO_Exp15A-C_FA2_C05_2022-12-16_1.fsa,156.6607837,39,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,493,159.1002969,3.830994053,159.5274503,159.1340157,4.25012,152.7707837,165.2207837,12.45,-0.060425243,-1.219970579,0.172539295,157.5974503,155.6607837,0.636783339,0.392286309,-0.334498156,2.693436589,174,358,0.672932331,174,319,0.647058824,2.439513185,1.502846518
C05_2022-12-16_JO_Exp15A-C_FA1_C05_2022-12-16_1.fsa,113.9474503,38,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,38,113.9474503,0,113.9474503,113.9474503,0,113.9474503,113.9474503,0,NA,NA,0,157.5974503,155.6607837,NA,#NAME?,NA,#NAME?,38,38,0.5,38,0,0,0,-43.65
C06_2022-12-16_JO_Exp15A-C_FA2_C06_2022-12-16_1.fsa,160.4974503,68,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,700,159.9768551,3.314684875,160.4974503,160.0321408,4.10186,153.9074503,165.3974503,11.49,-0.097049696,-1.03288643,0.125283312,157.5974503,155.6607837,-0.157057234,0.717837397,-0.471171702,3.90631833,417,351,0.45703125,164,536,0.765714286,-0.520595238,2.379404762
C06_2022-12-16_JO_Exp15A-C_FA4_C06_2022-12-16_1.fsa,159.6907837,127,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2542,154.69763,9.876123397,156.7874503,155.3202576,9.884,133.7607837,171.224117,37.46333333,-0.532892944,-0.78483345,0.195883897,157.5974503,155.6607837,-0.505578301,-0.293619291,-0.634809915,-0.292570368,1632,1037,0.388535032,1278,1264,0.497246263,-4.993153685,-2.899820351
C06_2022-12-16_JO_Exp15A-C_FA3_C06_2022-12-16_1.fsa,160.604117,79,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,827,160.1953786,3.931011251,160.604117,160.2673246,4.393438,151.824117,167.214117,15.39,-0.136126798,-0.759304477,0.136694655,157.5974503,155.6607837,-0.10397793,0.660880392,-0.311933789,3.460632365,477,429,0.473509934,209,618,0.747279323,-0.408738412,2.597928255
C06_2022-12-16_JO_Exp15A-C_FA1_C06_2022-12-16_1.fsa,124.5807837,39,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,135,122.6769812,10.43756797,124.5807837,122.0861048,11.771844,110.9907837,139.3174503,28.32666667,0.525415632,-1.083896834,0.89832282,157.5974503,155.6607837,-0.182399049,-3.345651903,-0.547197146,-9.480312628,104,70,0.402298851,135,0,0,-1.903802469,-34.92046914
C07_2022-12-16_JO_Exp15A-C_FA3_C07_2022-12-16_1.fsa,159.7707837,40,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,281,161.6913056,2.825900426,161.474117,161.9581614,2.525362,155.7774503,165.4607837,9.683333333,-0.688064085,-0.191428241,0.168579086,157.5974503,155.6607837,0.67961416,1.448690563,0.230569283,6.402053543,73,248,0.77258567,33,248,0.882562278,1.920521945,4.093855279
C07_2022-12-16_JO_Exp15A-C_FA1_C07_2022-12-16_1.fsa,149.0907837,170,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2873,149.6053584,13.07243817,150.0607837,150.5414869,7.156016,110.714117,178.2374503,67.52333333,-0.975265261,2.347685175,0.243887074,157.5974503,155.6607837,0.039363336,-0.611369645,-0.104515749,-1.38966239,1284,1759,0.578047979,2306,567,0.197354682,1.221176982,-7.285489684
C08_2022-12-16_JO_Exp15A-C_FA1_C08_2022-12-16_1.fsa,173.854117,632,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4599,152.2020745,16.08995419,154.8207837,153.2018884,15.577184,110.134117,178.2374503,68.10333333,-0.469503087,-0.436298142,0.237259223,157.5974503,155.6607837,-1.345687018,-0.335325741,-0.488262883,-0.644882347,4477,754,0.1441407,2674,1925,0.418569254,-15.88875508,0.367911588
C08_2022-12-16_JO_Exp15A-C_FA3_C08_2022-12-16_1.fsa,160.7074503,49,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,464,161.0641529,3.193133287,160.7074503,161.0605865,4.156222,155.9407837,166.3007837,10.36,0.027383163,-1.122058129,0.148237491,157.5974503,155.6607837,0.111709269,1.08567425,0.335127808,5.076552182,238,275,0.536062378,76,388,0.836206897,0.356702586,3.466702586
C08_2022-12-16_JO_Exp15A-C_FA2_C08_2022-12-16_1.fsa,116.284117,36,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,235,116.2811099,4.23731482,116.734117,116.3517713,5.599286,110.084117,121.8974503,11.81333333,-0.309794661,-1.240750229,0.276411941,157.5974503,155.6607837,-0.000709669,-9.750594936,-0.320727002,-27.88063344,103,168,0.619926199,235,0,0,-0.003007092,-41.31634043
C09_2022-12-16_JO_Exp15A-C_FA2_C09_2022-12-16_1.fsa,151.0107837,187,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2752,151.1589365,6.712134458,151.0107837,151.1740731,5.712952,135.6074503,167.3974503,31.79,-0.005384153,-0.24265679,0.127948864,157.5974503,155.6607837,0.022072391,-0.959234927,0.066217174,-2.012108296,1442,1497,0.509356924,2251,501,0.182049419,0.296853735,-6.289812932
C09_2022-12-16_JO_Exp15A-C_FA1_C09_2022-12-16_1.fsa,173.854117,878,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,14782,149.8657469,16.41520818,154.794117,151.1658454,14.173656,110.054117,179.2874503,69.23333333,-0.671989752,-0.307446277,0.135014308,157.5974503,155.6607837,-1.461350342,-0.471008551,-0.900695873,-1.05908558,14615,1045,0.066730524,8664,6118,0.413881748,-17.67166265,-1.414995985
C09_2022-12-16_JO_Exp15A-C_FA3_C09_2022-12-16_1.fsa,111.5274503,32,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,32,111.5274503,0,111.5274503,111.5274503,0,111.5274503,111.5274503,0,NA,NA,0,157.5974503,155.6607837,NA,#NAME?,NA,#NAME?,32,32,0.5,32,0,0,0,-46.07
C10_2022-12-16_JO_Exp15A-C_FA2_C10_2022-12-16_1.fsa,156.7674503,152,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3030,152.6046098,9.617424115,154.8174503,153.0504646,9.987782,132.4074503,170.1574503,37.75,-0.408185897,-0.857588323,0.174717921,157.5974503,155.6607837,-0.432843601,-0.519145295,-0.690259821,-0.953324023,1878,1304,0.409805154,1878,1152,0.38019802,-4.162840484,-4.992840484
C10_2022-12-16_JO_Exp15A-C_FA4_C10_2022-12-16_1.fsa,115.5507837,493,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,493,115.5507837,0,115.5507837,115.5507837,0,115.5507837,115.5507837,0,NA,NA,0,157.5974503,155.6607837,NA,#NAME?,NA,#NAME?,493,493,0.5,493,0,0,0,-42.04666667
C10_2022-12-16_JO_Exp15A-C_FA1_C10_2022-12-16_1.fsa,173.874117,1195,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,14017,150.4472327,16.93452844,154.854117,151.5370128,15.755096,110.3774503,179.4407837,69.06333333,-0.552227886,-0.592377214,0.143036071,157.5974503,155.6607837,-1.383379782,-0.422227145,-0.780692112,-0.923595413,13844,1368,0.089929003,7903,6114,0.436184633,-12.6114114,3.665255264
C10_2022-12-16_JO_Exp15A-C_FA3_C10_2022-12-16_1.fsa,129.2774503,33,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,97,121.0982063,6.593835215,120.4774503,121.0566065,10.664836,113.284117,129.2774503,15.99333333,0.100023864,-1.543878899,0.66950253,157.5974503,155.6607837,-1.240438033,-5.53535883,0.282425626,-15.72495044,97,33,0.253846154,97,0,0,-8.179243986,-36.49924399
C11_2022-12-16_JO_Exp15A-C_FA1_C11_2022-12-16_1.fsa,173.9007837,850,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,11100,148.8519696,17.40254268,151.784117,149.7836159,18.522616,110.074117,178.794117,68.72,-0.416085682,-0.761072798,0.165177625,157.5974503,155.6607837,-1.43937668,-0.502540401,-0.505468799,-1.173761945,10977,973,0.081422594,6995,4105,0.36981982,-17.0605141,-0.757180768
C11_2022-12-16_JO_Exp15A-C_FA3_C11_2022-12-16_1.fsa,150.934117,122,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1567,151.5453593,5.405454043,151.8574503,151.4876389,5.599286,138.394117,164.3507837,25.95666667,0.050439092,-0.187269458,0.136551879,157.5974503,155.6607837,0.113078806,-1.119626769,-0.173208971,-2.284039978,783,906,0.536412078,1327,240,0.153158902,0.611242289,-6.052091044
C11_2022-12-16_JO_Exp15A-C_FA2_C11_2022-12-16_1.fsa,160.4874503,335,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,5742,154.183302,10.78557311,157.6174503,155.2822508,8.643558,122.734117,171.7907837,49.05666667,-0.873649889,0.030278664,0.142334976,157.5974503,155.6607837,-0.584498229,-0.316547702,-0.955206092,-0.410960558,3967,2110,0.347210795,2825,2917,0.508011146,-3.71253909,-0.82253909
C12_2022-12-16_JO_Exp15A-C_FA3_C12_2022-12-16_1.fsa,157.564117,66,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,736,158.541617,3.890960017,158.4974503,158.604213,4.437916,150.6974503,165.2407837,14.54333333,-0.105526687,-0.838784678,0.143422689,157.5974503,155.6607837,0.251223347,0.242656481,0.034053293,2.221174199,334,468,0.583541147,334,402,0.546195652,0.9775,0.944166667
C12_2022-12-16_JO_Exp15A-C_FA1_C12_2022-12-16_1.fsa,173.874117,926,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4977,152.8875756,18.75610638,157.404117,154.7847095,23.02972,110.9074503,178.4574503,67.55,-0.645246112,-0.62812526,0.265863591,157.5974503,155.6607837,-1.118917807,-0.25111154,-0.722411357,-0.443568836,4803,1100,0.186345926,2573,2404,0.483021901,-11.14256184,5.134104829
C12_2022-12-16_JO_Exp15A-C_FA2_C12_2022-12-16_1.fsa,161.404117,364,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,8876,149.129375,15.18423996,153.704117,150.5874334,14.252728,110.724117,175.554117,64.83,-0.724941408,-0.457740124,0.161170076,157.5974503,155.6607837,-0.808386987,-0.557688456,-0.903846754,-1.290431793,6993,2247,0.243181818,5599,3277,0.369197837,-7.683969907,-3.877303241
D01_2022-12-16_JO_Exp15A-C_FA4_D01_2022-12-16_1.fsa,159.3474503,270,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3898,154.9763617,9.003940257,157.464117,155.8582164,7.062118,132.3807837,169.874117,37.49333333,-0.8349916,-0.121112325,0.144215416,157.5974503,155.6607837,-0.485463971,-0.291104618,-0.82888886,-0.228040804,2577,1591,0.38171785,2070,1828,0.46895844,-2.279333737,-0.529333737
D01_2022-12-16_JO_Exp15A-C_FA3_D01_2022-12-16_1.fsa,161.2774503,286,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,6986,149.1077614,14.78464661,152.6574503,150.4323758,14.302148,110.6207837,172.754117,62.13333333,-0.679775869,-0.42006617,0.176887302,157.5974503,155.6607837,-0.823130185,-0.574223323,-0.720278745,-1.329694731,5461,1811,0.249037404,4405,2581,0.369453192,-8.194287822,-4.514287822
D01_2022-12-16_JO_Exp15A-C_FA2_D01_2022-12-16_1.fsa,173.824117,345,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,5233,150.5498492,16.47067419,154.564117,151.7283587,15.51788,112.674117,179.0207837,66.34666667,-0.579686681,-0.490626792,0.227685833,157.5974503,155.6607837,-1.41307317,-0.427887835,-0.731166389,-0.930915346,5153,425,0.076192184,3088,2145,0.40989872,-20.51071926,-4.284052597
D01_2022-12-16_JO_Exp15A-C_FA1_D01_2022-12-16_1.fsa,160.374117,38,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,266,158.0488664,2.244622393,158.4507837,158.06136,2.86636,154.6074503,161.3874503,6.78,-0.022767953,-1.29693904,0.137626629,157.5974503,155.6607837,-1.035920623,0.201110014,-0.537173595,3.191738683,231,73,0.240131579,131,135,0.507518797,-2.325250627,0.45141604
D02_2022-12-16_JO_Exp15A-C_FA4_D02_2022-12-16_1.fsa,160.5207837,202,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4246,154.0710781,10.29527819,156.7174503,154.8809504,9.854348,124.7074503,170.8907837,46.18333333,-0.6615022,-0.423562583,0.157996727,157.5974503,155.6607837,-0.626472202,-0.342523262,-0.771141553,-0.463233409,2995,1453,0.326663669,2405,2029,0.457600361,-5.767318609,-2.843985276
D02_2022-12-16_JO_Exp15A-C_FA3_D02_2022-12-16_1.fsa,160.4607837,80,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1142,155.5229349,8.475438012,157.544117,156.5540441,7.111538,135.554117,166.2307837,30.67666667,-0.954464681,-0.117768954,0.250800905,157.5974503,155.6607837,-0.582606916,-0.244767936,-0.715425728,-0.048793515,786,436,0.356792144,579,563,0.492994746,-4.937848803,-2.07451547
D02_2022-12-16_JO_Exp15A-C_FA1_D02_2022-12-16_1.fsa,159.6007837,119,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2481,152.2821514,13.92336487,156.6507837,153.9863806,10.05697,116.6707837,173.9674503,57.29666667,-1.053735979,0.596384516,0.279531543,157.5974503,155.6607837,-0.525636751,-0.381753907,-0.941288039,-0.727977534,1661,939,0.361153846,1321,1160,0.467553406,-7.318632272,-5.315298939
D02_2022-12-16_JO_Exp15A-C_FA2_D02_2022-12-16_1.fsa,173.784117,535,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,7110,149.3926261,17.86040814,154.7074503,150.5477445,17.030132,111.004117,178.1274503,67.12333333,-0.555306056,-0.82954623,0.211814935,157.5974503,155.6607837,-1.365673767,-0.459386153,-0.892727224,-1.052857943,7079,566,0.074035317,4183,2927,0.411673699,-15.27264178,0.914024886
D03_2022-12-16_JO_Exp15A-C_FA4_D03_2022-12-16_1.fsa,160.5574503,166,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3654,153.703909,10.40567652,155.674117,154.2234547,11.302354,131.684117,171.9307837,40.24666667,-0.411185746,-0.8853162,0.172141685,157.5974503,155.6607837,-0.658634862,-0.374174742,-0.568019192,-0.564175137,2592,1228,0.321465969,1962,1692,0.463054187,-6.853541325,-3.893541325
D03_2022-12-16_JO_Exp15A-C_FA3_D03_2022-12-16_1.fsa,161.514117,208,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4504,153.5342014,12.05213471,156.6507837,154.2571516,11.435788,123.064117,174.814117,51.75,-0.550467607,-0.521287412,0.17958282,157.5974503,155.6607837,-0.662116365,-0.337139358,-0.775775173,-0.5293458,3268,1444,0.306451613,2331,2173,0.482460036,-6.753824023,-2.837157356
D03_2022-12-16_JO_Exp15A-C_FA1_D03_2022-12-16_1.fsa,173.894117,272,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2056,156.2893829,12.22949201,158.684117,157.1160814,10.08168,116.9607837,173.894117,56.93333333,-0.805256408,0.83690031,0.269709884,157.5974503,155.6607837,-1.439531102,-0.10696008,-0.587448958,0.154200817,2056,272,0.116838488,927,1129,0.549124514,-10.07935887,6.217307797
D03_2022-12-16_JO_Exp15A-C_FA2_D03_2022-12-16_1.fsa,159.524117,62,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,727,159.7294357,3.91140116,159.524117,159.7273131,4.452742,152.7707837,167.1174503,14.34666667,0.006165729,-0.959634005,0.145065839,157.5974503,155.6607837,0.052492356,0.545069463,0.157477067,3.120609594,379,410,0.51964512,207,520,0.715268226,0.205318661,2.131985328
D04_2022-12-16_JO_Exp15A-C_FA3_D04_2022-12-16_1.fsa,162.5474503,146,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2756,154.415243,9.949340014,156.744117,155.1275682,9.888942,131.7374503,170.144117,38.40666667,-0.568332418,-0.743740434,0.189519834,157.5974503,155.6607837,-0.817361483,-0.319841045,-0.702219635,-0.375564802,2187,715,0.246381806,1395,1361,0.49383164,-8.132207305,-3.182207305
D04_2022-12-16_JO_Exp15A-C_FA4_D04_2022-12-16_1.fsa,159.684117,65,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,949,158.0606642,6.850107117,159.684117,158.5215677,5.762372,140.3307837,169.1707837,28.84,-0.65891134,-0.176834979,0.222363887,157.5974503,155.6607837,-0.236996696,0.067621411,-0.710990089,1.051026153,533,481,0.474358974,355,594,0.625922023,-1.623452757,0.463213909
D05_2022-12-16_JO_Exp15A-C_FA4_D05_2022-12-16_1.fsa,160.624117,100,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1855,154.7631664,9.535534581,157.6307837,155.4932259,8.554602,133.6574503,169.0374503,35.38,-0.622246321,-0.677087785,0.221397692,157.5974503,155.6607837,-0.614643105,-0.297233877,-0.902188721,-0.28240176,1290,665,0.340153453,921,934,0.503504043,-5.860950584,-2.834283917
D05_2022-12-16_JO_Exp15A-C_FA2_D05_2022-12-16_1.fsa,159.5207837,90,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1763,154.9201408,9.034243235,157.5807837,155.6016365,8.618848,134.574117,168.2374503,33.66333333,-0.568280045,-0.728948859,0.215162025,157.5974503,155.6607837,-0.509244961,-0.296351276,-0.88351933,-0.245945175,1122,731,0.394495413,949,814,0.461712989,-4.600642844,-2.67730951
D05_2022-12-16_JO_Exp15A-C_FA1_D05_2022-12-16_1.fsa,146.1907837,57,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,399,144.0758296,8.1459555,146.1907837,145.9889249,3.009678,116.6107837,150.0907837,33.48,-2.804328802,6.764172682,0.407807854,157.5974503,155.6607837,-0.259632409,-1.659918314,-0.778897228,-4.266517557,233,223,0.489035088,399,0,0,-2.114954052,-13.52162072
D05_2022-12-16_JO_Exp15A-C_FA3_D05_2022-12-16_1.fsa,156.794117,45,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,404,159.4999008,2.963105057,159.6374503,159.4771211,4.215526,154.9207837,164.2774503,9.356666667,0.076163502,-1.25199787,0.147419987,157.5974503,155.6607837,0.91315825,0.642046252,-0.139262195,3.886919722,117,332,0.739420935,117,287,0.71039604,2.705783828,1.902450495
D06_2022-12-16_JO_Exp15A-C_FA4_D06_2022-12-16_1.fsa,161.6274503,128,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2633,153.8369515,9.850558123,155.8707837,154.3875468,11.34189,133.6674503,169.204117,35.53666667,-0.434987756,-0.979014698,0.191970903,157.5974503,155.6607837,-0.790868771,-0.381754897,-0.619406161,-0.555450394,2010,751,0.272002898,1419,1214,0.461071022,-7.790498797,-3.760498797
D06_2022-12-16_JO_Exp15A-C_FA1_D06_2022-12-16_1.fsa,113.0374503,34,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,160,122.6384087,10.56139034,121.434117,121.7057316,12.448898,112.1307837,140.6074503,28.47666667,0.635352464,-0.971389124,0.834951218,157.5974503,155.6607837,0.909061973,-3.310079503,0.342083276,-9.380121542,67,127,0.654639175,160,0,0,9.600958333,-34.95904167
D06_2022-12-16_JO_Exp15A-C_FA3_D06_2022-12-16_1.fsa,159.604117,67,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,757,159.1918713,4.181272999,159.604117,159.352162,4.34896,149.0574503,166.3707837,17.31333333,-0.373812761,-0.355288886,0.151970952,157.5974503,155.6607837,-0.098593349,0.381324291,-0.295780046,2.53350185,422,402,0.487864078,242,515,0.680317041,-0.412245707,1.59442096
D07_2022-12-16_JO_Exp15A-C_FA3_D07_2022-12-16_1.fsa,159.5974503,66,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,768,159.1471769,5.213583519,159.5974503,159.7709298,4.230352,143.344117,166.334117,22.99,-1.199789151,1.624930577,0.18812899,157.5974503,155.6607837,-0.086365441,0.297247864,-0.259096322,2.006140239,403,431,0.516786571,221,547,0.712239583,-0.450273438,1.549726563
D07_2022-12-16_JO_Exp15A-C_FA1_D07_2022-12-16_1.fsa,173.8874503,32,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,32,173.8874503,0,173.8874503,173.8874503,0,173.8874503,173.8874503,0,NA,NA,0,157.5974503,155.6607837,NA,Inf,NA,Inf,32,32,0.5,0,32,1,0,16.29
D07_2022-12-16_JO_Exp15A-C_FA2_D07_2022-12-16_1.fsa,147.1207837,124,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,970,146.9560689,3.078598636,147.1207837,147.0327811,2.826824,140.3874503,152.7674503,12.38,-0.191494841,-0.558747023,0.098847845,157.5974503,155.6607837,-0.053503167,-3.456566673,-0.160509501,-8.482477717,553,541,0.494515539,970,0,0,-0.164714777,-10.64138144
D08_2022-12-16_JO_Exp15A-C_FA2_D08_2022-12-16_1.fsa,119.034117,31,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,61,117.6964121,1.371102225,119.034117,117.7018721,0,116.314117,119.034117,2.72,-0.031988262,-2.031477837,0.175551651,157.5974503,155.6607837,-0.975642001,-29.10143206,-2.926926002,-83.0668295,61,31,0.336956522,61,0,0,-1.337704918,-39.90103825
D09_2022-12-16_JO_Exp15A-C_FA2_D09_2022-12-16_1.fsa,159.6307837,46,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,408,158.3152363,6.645382545,159.6307837,159.6655194,4.279772,137.5374503,164.3874503,26.85,-2.194820773,4.397793266,0.32899546,157.5974503,155.6607837,-0.197964132,0.108012736,-0.593892395,1.198329485,210,244,0.537444934,91,317,0.776960784,-1.315547386,0.717785948
D09_2022-12-16_JO_Exp15A-C_FA1_D09_2022-12-16_1.fsa,173.834117,1384,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,13990,150.3592471,16.78547054,155.7507837,151.5495932,14.242844,110.094117,179.5107837,69.41666667,-0.62935661,-0.447377283,0.141913811,157.5974503,155.6607837,-1.398523196,-0.43121837,-0.963607763,-0.947522423,13908,1466,0.095355795,7996,5994,0.428448892,-12.07171367,4.164952999
D09_2022-12-16_JO_Exp15A-C_FA3_D09_2022-12-16_1.fsa,147.2207837,104,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,848,147.1887554,2.942349449,147.2207837,147.1856317,2.905896,141.3407837,153.0007837,11.66,-0.005080948,-0.67307119,0.101040695,157.5974503,155.6607837,-0.010885281,-3.537545471,-0.032655844,-8.638023914,475,477,0.50105042,848,0,0,-0.032028302,-10.40869497
D10_2022-12-16_JO_Exp15A-C_FA2_D10_2022-12-16_1.fsa,160.6607837,64,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,843,159.0941249,5.318680401,159.6307837,159.5095293,5.75743,144.224117,167.4774503,23.25333333,-0.752277595,0.547428118,0.183185084,157.5974503,155.6607837,-0.294557793,0.281399607,-0.302702203,1.936575043,523,384,0.42337376,278,565,0.670225386,-1.566658758,1.496674575
D10_2022-12-16_JO_Exp15A-C_FA1_D10_2022-12-16_1.fsa,173.874117,1954,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,15876,150.1426603,18.05586613,154.8607837,151.4220202,17.12403,110.2274503,178.844117,68.61666667,-0.528348475,-0.753095604,0.143300525,157.5974503,155.6607837,-1.314334994,-0.412873577,-0.783920861,-0.916841651,15717,2113,0.118508132,8951,6925,0.436192996,-8.902278767,7.3743879
D11_2022-12-16_JO_Exp15A-C_FA2_D11_2022-12-16_1.fsa,158.634117,218,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3284,154.2946093,9.494500414,156.7407837,155.1450746,8.460704,131.614117,170.0307837,38.41666667,-0.749047203,-0.293216795,0.165680175,157.5974503,155.6607837,-0.457054877,-0.347868861,-0.772923569,-0.431673386,2070,1432,0.408909195,1669,1615,0.491778319,-2.350962348,-1.314295681
D11_2022-12-16_JO_Exp15A-C_FA1_D11_2022-12-16_1.fsa,173.9174503,924,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,11139,150.2491028,16.65036989,153.7874503,151.2082013,15.671082,110.1074503,179.404117,69.29666667,-0.498005333,-0.55776755,0.157761412,157.5974503,155.6607837,-1.421490796,-0.441332391,-0.637525936,-0.975055975,10984,1079,0.08944707,6421,4718,0.423556872,-13.1737785,3.146221498
